condition,N,seed,early_accuracy,mature_fidelity,mature_accuracy,mdir_entropy,early_acc_apple,fidelity_apple,mature_acc_apple,winner_pct_apple,mdir_reg_apple,early_acc_car,fidelity_car,mature_acc_car,winner_pct_car,mdir_reg_car,early_acc_cow,fidelity_cow,mature_acc_cow,winner_pct_cow,mdir_reg_cow,early_acc_cup,fidelity_cup,mature_acc_cup,winner_pct_cup,mdir_reg_cup,early_acc_dog,fidelity_dog,mature_acc_dog,winner_pct_dog,mdir_reg_dog,early_acc_horse,fidelity_horse,mature_acc_horse,winner_pct_horse,mdir_reg_horse,early_acc_pear,fidelity_pear,mature_acc_pear,winner_pct_pear,mdir_reg_pear,early_acc_tomato,fidelity_tomato,mature_acc_tomato,winner_pct_tomato,mdir_reg_tomato,cm_apple_apple,cm_apple_car,cm_apple_cow,cm_apple_cup,cm_apple_dog,cm_apple_horse,cm_apple_pear,cm_apple_tomato,cm_car_apple,cm_car_car,cm_car_cow,cm_car_cup,cm_car_dog,cm_car_horse,cm_car_pear,cm_car_tomato,cm_cow_apple,cm_cow_car,cm_cow_cow,cm_cow_cup,cm_cow_dog,cm_cow_horse,cm_cow_pear,cm_cow_tomato,cm_cup_apple,cm_cup_car,cm_cup_cow,cm_cup_cup,cm_cup_dog,cm_cup_horse,cm_cup_pear,cm_cup_tomato,cm_dog_apple,cm_dog_car,cm_dog_cow,cm_dog_cup,cm_dog_dog,cm_dog_horse,cm_dog_pear,cm_dog_tomato,cm_horse_apple,cm_horse_car,cm_horse_cow,cm_horse_cup,cm_horse_dog,cm_horse_horse,cm_horse_pear,cm_horse_tomato,cm_pear_apple,cm_pear_car,cm_pear_cow,cm_pear_cup,cm_pear_dog,cm_pear_horse,cm_pear_pear,cm_pear_tomato,cm_tomato_apple,cm_tomato_car,cm_tomato_cow,cm_tomato_cup,cm_tomato_dog,cm_tomato_horse,cm_tomato_pear,cm_tomato_tomato
G,100,1,0.8646,0.9688,0.8854,2.9232,1.0,1.0,1.0,0.1979,60,1.0,1.0,1.0,0.125,28,0.8333,1.0,0.8333,0.1146,31,0.8333,0.8333,1.0,0.125,24,0.9167,1.0,0.9167,0.1146,30,0.9167,0.9167,0.9167,0.1458,33,0.6667,1.0,0.6667,0.0833,22,0.75,1.0,0.75,0.0938,26,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,12,0,0,0,0,0,0,0,0,11,1,0,0,0,0,1,0,0,11,0,0,4,0,0,0,0,0,8,0,3,0,0,0,0,0,0,9
G,100,2,0.8333,0.9479,0.875,2.9487,0.8333,0.9167,0.9167,0.1979,54,1.0,1.0,1.0,0.125,26,0.9167,1.0,0.9167,0.125,35,0.75,0.75,1.0,0.125,22,0.9167,1.0,0.9167,0.1146,31,0.9167,0.9167,0.9167,0.1354,33,0.5833,1.0,0.5833,0.0833,29,0.75,1.0,0.75,0.0938,28,11,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,11,1,0,0,0,0,1,0,0,11,0,0,5,0,0,0,0,0,7,0,3,0,0,0,0,0,0,9
G,100,3,0.8229,0.9688,0.8542,2.9,0.8333,1.0,0.8333,0.1979,66,1.0,1.0,1.0,0.125,27,0.8333,1.0,0.8333,0.1042,26,0.8333,0.8333,1.0,0.125,27,0.8333,1.0,0.8333,0.1042,26,1.0,1.0,1.0,0.1562,38,0.75,1.0,0.75,0.1042,35,0.5,0.9167,0.5833,0.0729,21,10,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,1,0,10,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,12,0,0,3,0,0,0,0,0,9,0,5,0,0,0,0,0,0,7
G,100,4,0.8854,0.9583,0.9271,2.957,1.0,1.0,1.0,0.1875,53,1.0,1.0,1.0,0.125,29,0.8333,0.9167,0.9167,0.1146,33,0.8333,0.8333,1.0,0.125,25,1.0,1.0,1.0,0.125,30,0.9167,0.9167,1.0,0.1354,39,0.6667,1.0,0.6667,0.0833,26,0.8333,1.0,0.8333,0.1042,31,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,4,0,0,0,0,0,8,0,2,0,0,0,0,0,0,10
G,200,0,0.835,0.945,0.89,2.8896,1.0,1.0,1.0,0.205,139,0.96,1.0,0.96,0.12,53,0.84,1.0,0.84,0.11,64,0.72,0.72,1.0,0.125,46,0.96,1.0,0.96,0.12,66,0.96,1.0,0.96,0.14,70,0.56,0.96,0.6,0.075,44,0.68,0.88,0.8,0.1,53,25,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1,0,21,0,0,3,0,0,0,0,0,25,0,0,0,0,0,0,0,0,24,1,0,0,0,0,1,0,0,24,0,0,10,0,0,0,0,0,15,0,5,0,0,0,0,0,0,20
G,200,1,0.84,0.96,0.875,2.9225,0.96,0.96,1.0,0.2,128,0.96,1.0,0.96,0.12,55,0.76,1.0,0.76,0.105,60,0.8,0.8,1.0,0.125,51,0.92,1.0,0.92,0.115,58,0.92,0.96,0.92,0.15,77,0.72,1.0,0.72,0.09,58,0.68,0.96,0.72,0.09,53,25,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1,0,19,0,0,5,0,0,0,0,0,25,0,0,0,0,0,0,0,0,23,2,0,0,0,0,2,0,0,23,0,0,7,0,0,0,0,0,18,0,7,0,0,0,0,0,0,18
G,200,2,0.85,0.945,0.89,2.9298,0.92,0.92,0.92,0.19,128,1.0,1.0,1.0,0.125,57,0.88,1.0,0.88,0.115,69,0.8,0.8,1.0,0.125,51,0.96,1.0,0.96,0.12,69,0.96,0.96,0.96,0.14,74,0.56,1.0,0.56,0.075,52,0.72,0.88,0.84,0.11,58,23,0,0,0,0,0,1,1,0,25,0,0,0,0,0,0,0,0,22,0,0,3,0,0,0,0,0,25,0,0,0,0,0,0,0,0,24,1,0,0,0,0,1,0,0,24,0,0,11,0,0,0,0,0,14,0,4,0,0,0,0,0,0,21
G,200,3,0.87,0.985,0.885,2.9414,0.92,1.0,0.92,0.185,117,0.96,1.0,0.96,0.12,54,0.8,1.0,0.8,0.1,59,0.92,0.92,1.0,0.125,60,0.92,1.0,0.92,0.115,59,1.0,1.0,1.0,0.155,82,0.8,0.96,0.84,0.11,65,0.64,1.0,0.64,0.08,49,23,0,0,0,0,0,1,0,0,24,0,0,0,0,0,0,1,0,20,0,0,4,0,0,0,0,0,25,0,0,0,0,0,0,0,0,23,2,0,0,0,0,0,0,0,25,0,0,4,0,0,0,0,0,21,0,9,0,0,0,0,0,0,16
G,200,4,0.85,0.95,0.895,2.915,0.96,0.96,1.0,0.22,130,1.0,1.0,1.0,0.125,58,0.88,0.96,0.92,0.12,72,0.72,0.76,0.96,0.12,48,1.0,1.0,1.0,0.125,65,0.92,0.92,0.96,0.125,66,0.56,1.0,0.56,0.07,45,0.76,1.0,0.76,0.095,57,25,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1,0,23,0,0,1,0,0,1,0,0,24,0,0,0,0,0,0,0,0,25,0,0,0,0,0,1,0,0,24,0,0,11,0,0,0,0,0,14,0,6,0,0,0,0,0,0,19
G,400,0,0.8496,0.9549,0.8847,2.9067,0.96,0.98,0.98,0.208,272,0.98,1.0,0.98,0.1228,116,0.84,0.96,0.84,0.1078,129,0.82,0.82,0.98,0.1228,107,0.9592,1.0,0.9592,0.1178,125,0.96,0.96,0.98,0.1429,144,0.58,0.94,0.64,0.0852,92,0.7,0.98,0.72,0.0902,104,49,0,0,0,0,0,1,0,0,49,0,0,0,0,0,0,2,0,42,0,0,6,0,0,0,0,0,49,0,0,1,0,0,0,0,0,47,2,0,0,0,0,1,0,0,49,0,0,18,0,0,0,0,0,32,0,14,0,0,0,0,0,0,36
G,400,1,0.8496,0.9474,0.8872,2.9075,0.96,0.98,0.98,0.2055,274,0.98,1.0,0.98,0.1228,116,0.84,0.96,0.84,0.1078,129,0.82,0.82,0.98,0.1228,107,0.9592,1.0,0.9592,0.1178,125,0.96,0.96,0.98,0.1429,143,0.62,0.94,0.68,0.0902,100,0.66,0.92,0.7,0.0877,100,49,0,0,0,0,0,1,0,0,49,0,0,0,0,0,0,2,0,42,0,0,6,0,0,0,0,0,49,0,0,1,0,0,0,0,0,47,2,0,0,0,0,1,0,0,49,0,0,16,0,0,0,0,0,34,0,15,0,0,0,0,0,0,35
G,400,2,0.8446,0.9474,0.8822,2.8967,0.96,0.98,0.98,0.208,281,0.98,1.0,0.98,0.1228,116,0.86,0.96,0.86,0.1128,132,0.82,0.82,0.98,0.1228,107,0.9592,1.0,0.9592,0.1178,125,0.96,0.94,0.96,0.1404,144,0.56,0.96,0.6,0.0802,93,0.66,0.92,0.74,0.0927,97,49,0,0,0,0,0,1,0,0,49,0,0,0,0,0,0,1,0,43,0,0,6,0,0,0,0,0,49,0,0,1,0,0,0,0,0,47,2,0,0,0,0,2,0,0,48,0,0,20,0,0,0,0,0,30,0,13,0,0,0,0,0,0,37
G,400,3,0.8571,0.9524,0.8847,2.9209,0.96,0.98,0.98,0.2055,261,0.98,1.0,0.98,0.1228,117,0.84,0.96,0.84,0.1103,129,0.84,0.84,0.98,0.1228,110,0.9592,1.0,0.9592,0.1178,125,0.96,0.94,0.96,0.1404,143,0.62,0.96,0.66,0.0877,100,0.7,0.94,0.72,0.0902,103,49,0,0,0,0,0,1,0,0,49,0,0,0,0,0,0,2,0,42,0,0,6,0,0,0,0,0,49,0,0,1,0,0,0,0,0,47,2,0,0,0,0,2,0,0,48,0,0,17,0,0,0,0,0,33,0,14,0,0,0,0,0,0,36
G,400,4,0.8496,0.9499,0.8897,2.9095,0.96,0.98,0.98,0.203,273,0.98,1.0,0.98,0.1228,117,0.84,0.96,0.84,0.1078,129,0.82,0.82,0.98,0.1228,108,0.9592,1.0,0.9592,0.1178,125,0.96,0.96,0.98,0.1429,143,0.6,0.94,0.66,0.0877,98,0.68,0.94,0.74,0.0927,103,49,0,0,0,0,0,1,0,0,49,0,0,0,0,0,0,2,0,42,0,0,6,0,0,0,0,0,49,0,0,1,0,0,0,0,0,47,2,0,0,0,0,1,0,0,49,0,0,17,0,0,0,0,0,33,0,13,0,0,0,0,0,0,37
